Metric,Value
annual_return,0.001695489467841434
annual_volatility,0.004503403831144878
sharpe_ratio,0.37649065715929764
max_drawdown,-0.009754324257391433
calmar_ratio,0.17381926447202745
win_rate,0.5471698113207547
