Metric,Value
annual_gross_return,0.013541659609553855
annual_net_return,0.01232198747840631
annual_costs,0.0012196721311475431
annual_volatility,0.020317556572635787
sharpe_ratio,0.6064699480153968
max_drawdown,-0.023414173099321384
calmar_ratio,0.5262619109433098
win_rate,0.5409836065573771
avg_turnover,1.0163934426229508
avg_winner_zscore,2.775261837683092
avg_loser_zscore,-2.4192807366028877
